imgLink,title,author,descp,novelLink
https://www.biquge7.top//imgs/34891.jpg,庆余年,猫腻,当今世界，千穿万穿，唯有马屁不穿。    所以一个年轻的病人，因为一次毫不意外的经历，穿越到了一个完全不同的世界，成为伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承莫名其妙的商团，且看没有自己身份的私生子，是如何玩转商场、官场、战场以及婚场。    因为故事发生在庆国，而那位病人很奢侈地拥有了多出来的一截生命，所以暂时取名为：庆余年－－很有乡土气息的名字，或许哪天就自己改掉了。,https://www.biquge7.top/34891
https://www.biquge7.top//imgs/34894.jpg,紫川,老猪,两百年前的蓝河战场，光明帝国最后的军团在魔族的喧嚣声中崩溃，帝国最后的元帅和皇帝战死。混乱的西川大陆上没有了共同的君主，群雄并起而混战，武力是生存下去的唯一本钱，制霸天下，是一代代强者的梦想。    大陆东南，有一个两百多年的强大势力——紫川家族。他西击流风家，东挡魔族，南镇林家。为了强大的梦想，为了家族血统的薪火相传，无数紫川俊杰前仆后继，谱写了一曲的史诗般壮丽的历史。本文《紫川》，讲述的就是这么一个家族的百年悲歌传奇。,https://www.biquge7.top/34894
https://www.biquge7.top//imgs/49924.jpg,斗罗大陆IV终极斗罗,唐家三少,一万年后，冰化了。斗罗联邦科考队在极北之地科考时发现了一个有着金银双色花纹的蛋，用仪器探察之后，发现里面居然有生命体征，赶忙将其带回研究所进行孵化。    蛋孵化出来了，可孵出来的却是一个婴儿，和人类一模一样的婴儿，一个蛋生的孩子。,https://www.biquge7.top/49924
https://www.biquge7.top//imgs/49923.jpg,斗罗大陆II绝世唐门,唐家三少,这里没有魔法，没有斗气，没有武术，却有武魂。唐门创立万年之后的斗罗大陆上，唐门式微。一代天骄横空出世，新一代史莱克七怪能否重振唐门，谱写一曲绝世唐门之歌？    百万年魂兽，手握日月摘星辰的死灵圣法神，导致唐门衰落的全新魂导器体系。一切的神奇都将一一展现。    唐门暗器能否重振雄风，唐门能否重现辉煌，一切尽在绝世唐门！    【斗罗大陆II，我想，有这几个字就足够了吧。归来吧，唐门的兄弟姐妹】    v群群号：100489824（加群需要全订阅或粉丝值三千）YY：4095,https://www.biquge7.top/49923
https://www.biquge7.top//imgs/49945.jpg,圣墟,辰东,在破败中崛起，在寂灭中复苏。　　沧海成尘，雷电枯竭，那一缕幽雾又一次临近大地，世间的枷锁被打开了，一个全新的世界就此揭开神秘的一角……,https://www.biquge7.top/49945
https://www.biquge7.top//imgs/50188.jpg,最初进化,卷土,一个孤独的少年，倔强地对着残酷的命运发起了挑战！,https://www.biquge7.top/50188
https://www.biquge7.top//imgs/35090.jpg,搜神记,树下野狐,传说中的三皇五帝时的洪荒时代，随着天下公认的领袖神农氏的去世，各族群雄都开始蠢蠢欲动，就在此波涛暗涌的动荡时代，一位少年横空出世，在机缘巧合下开始了一段惊心动魄的传奇历程。长篇神怪小说《搜神记》会带你进入一个充满瑰丽山川，珍禽异兽，神功法术，爱恨情仇的梦幻般的古代神话世界。    ******    树下野狐新作《画蛇》将于十月八日起正式连载。由于起点无法新建本作品，连载首发地暂定为树下野狐的新浪博客。谢谢支持！    新古典主义神侠小说，树下野狐版白蛇传，带你进入大宋朝瑰丽雄奇的仙魔世界。    各位书友要是觉得《搜神记》还不错的话请不要忘记向您QQ群和微博里的朋友推荐哦！,https://www.biquge7.top/35090
https://www.biquge7.top//imgs/34821.jpg,绝世武神,净无痕,九霄大陆，宗门林立，武道为尊，弱者庸碌，受人欺辱，强者一怒，血流成河。    　　    　　武道皇者，更能俯瞰天地，傲笑河山，动则天惊石破，横尸百万。    　　    　　一代强人林枫，逆天出世，得惊世传承，修武道，踏九霄，破天地，傲苍穹！    　　    　　群：武神——绝世    86795690    　　    　　    　　PS：已有精品完本小说《全职修神》和《逆天技》，请放心观看！,https://www.biquge7.top/34821
https://www.biquge7.top//imgs/34881.jpg,武动乾坤,天蚕土豆,修炼一途，乃窃阴阳，夺造化，转涅盘，握生死，掌轮回。 武之极，破苍穹，动乾坤！ 新书求收藏，求推荐，谢大家O(∩∩)O~,https://www.biquge7.top/34881
https://www.biquge7.top//imgs/38155.jpg,贩罪,三天两觉,天才。自闭、孤独、偏执、疯狂。每当时代变迁，逆十字的旗帜由他祭起。    成则王侯将相，败则蛆蝇粪秽。平乱世，麾下四方辐辏，钟灵毓秀。隐市井，此生睥睨天下，唯有一人。,https://www.biquge7.top/38155
https://www.biquge7.top//imgs/35095.jpg,魔道祖师,墨香铜臭,前世的魏无羡万人唾骂，声名狼藉。,https://www.biquge7.top/35095
https://www.biquge7.top//imgs/49954.jpg,儒道至圣,永恒之火,这是一个读书人掌握天地之力的世界。    才气在身，诗可杀敌，词能灭军，文章安天下。    秀才提笔，纸上谈兵；举人杀敌，出口成章；进士一怒，唇枪舌剑。    圣人驾临，口诛笔伐，可诛人，可判天子无道，以一敌国。    此时，圣院把持文位，国君掌官位，十国相争，蛮族虎视，群妖作乱。    此时，无唐诗大兴，无宋词鼎盛，无创新文章，百年无新圣。    一个默默无闻的寒门子弟，被人砸破头后，挟传世诗词，书惊圣文章，踏上至圣之路。    －－－－    新人新书需要收藏、推荐票和点击，求支持！,https://www.biquge7.top/49954
https://www.biquge7.top//imgs/50376.jpg,全球高武,老鹰吃小鸡,今日头条——    “大马宗师突破九品，征战全球！”    “小马宗师问鼎至高，横扫欧亚！”    “乔帮主再次出手，疑似九品大宗师境！”    “股神宝刀未老，全球宗师榜再入前十！”    “……”    看着一条条新闻闪现，方平心好累，这剧本不对啊！    （群号555700424）,https://www.biquge7.top/50376
https://www.biquge7.top//imgs/50400.jpg,长夜余火,爱潜水的乌贼,灰土上所有人都相信，埋葬在危险和饥荒中的某个遗迹深处，有通往新世界的道路，只要能找到一把独特的钥匙，打开那扇门，就能进入新世界。    在那里，大地是丰饶的，就像流淌着奶与蜜，阳光是灿烂的，似乎能洗去寒冷和阴晦。    人们不用再面对荒芜、怪物、感染、畸变和各种危险的事物。在那里，孩子是快乐的，成人是幸福的，一切都是美好的。    灰土上每一个古物学者、遗迹猎人和历史研究员都知道，这里就是新世界。,https://www.biquge7.top/50400
https://www.biquge7.top//imgs/50320.jpg,我这么天才为何还要收徒弟,木下生火,陆萧然穿越到玄幻世界，奈何狗系统迟迟没有激活。    没有办法的陆萧然，只能自己低调修炼，稳健发育。    然而，等到陆萧然已经成为整个宗门最强的存在之后，狗系统突然激活。    陆萧然：狗系统，我已经靠自己修炼成一个顶级高手了，你可以滚蛋了。    系统：顶级高手？你成大帝了？你成至高了？你成仙了？还是成圣了？还是变成创世至尊了？    陆萧然：...。    群：548364182,https://www.biquge7.top/50320
https://www.biquge7.top//imgs/50062.jpg,牧神记,宅猪,大墟的祖训说，天黑，别出门。大墟残老村的老弱病残们从江边捡到了一个婴儿，取名秦牧，含辛茹苦将他养大。    这一天夜幕降临，黑暗笼罩大墟，秦牧走出了家门……做个春风中荡漾的反派吧！    瞎子对他说。秦牧的反派之路，正在崛起！,https://www.biquge7.top/50062
https://www.biquge7.top//imgs/50051.jpg,不科学御兽,轻泉流响,这是一个以御兽为主流的异世界。当时宇携带技能图鉴穿越到这里，并培育出一堆奇葩宠兽后，所有御兽师的三观都破碎了……关键词：御兽、宠兽、宠物、召唤。,https://www.biquge7.top/50051
https://www.biquge7.top//imgs/49919.jpg,元尊,天蚕土豆,吾有一口玄黄气，可吞天地日月星。天蚕土豆最新鼎力大作，2017年度必看玄幻小说。,https://www.biquge7.top/49919
https://www.biquge7.top//imgs/49948.jpg,伏天氏,净无痕,东方神州，有人皇立道统，有圣贤宗门传道，有诸侯雄踞一方王国，诸强林立，神州动乱千万载，执此之时，一代天骄叶青帝及东凰大帝横空出世，斩人皇，驭圣贤，诸侯臣服，东方神州一统！    然，叶青帝忽然暴毙，世间雕像尽皆被毁，于世间除名，沦为禁忌；从此神州唯东凰大帝独尊！    十五年后，东海青州城，一名为叶伏天的少年，开启了他的传奇之路…,https://www.biquge7.top/49948
https://www.biquge7.top//imgs/34865.jpg,亵渎,烟雨江南,睡觉睡到自然醒，数钱数到手抽筋。这就是罗格的幸福生活！,https://www.biquge7.top/34865
https://www.biquge7.top//imgs/35839.jpg,神墓,辰东,“神死了……魔灭了……我还活着……为什么？为何让我从远古神墓中复出，我将何去何从？”神魔陵园除了安葬着人类历代的最强者、异类中的顶级修炼者外，其余每一座坟墓都埋葬着一位远古的神或魔，这是一片属于神魔的安息之地。 一个平凡的青年死去万载岁月之后，从远古神墓中复活而出，如林的神魔墓碑令青年感到异常震撼。悠悠万载，沧海桑田。原本有一海峡之隔的仙幻大陆和魔幻大陆相连在了一起，道法与魔法并存，真气与斗气同在，东方神龙与西方巨龙共舞……绝代佳人，缠绵的爱情；恐怖绝地，玄异的惊险之旅；远古遗闻，失落的传说；众神之秘，不灭的神之遗迹……神秘的东方修道者、奇诡的西方魔法师、无敌的东方武者、至强的西方龙战士，演绎出一曲惊心动魄的传奇……,https://www.biquge7.top/35839
https://www.biquge7.top//imgs/50397.jpg,高天之上,阴天神隐,“我根本不关心这个世界的人活的怎么样，吃的饱不饱，能不能穿暖住好，有没有梦想希望。我不在乎他们的爱憎。”    “只是如果想要前往高天之上，需要一个完整的高等工业体系，一整套相关研究所，最先进的材料学实验室和一个能统筹一切部门的大政府。它要无数衣食无忧的国民为此奉献财富，需要几百万个高等知识分子为此贡献自己的头脑，数万不同的配套厂家供应最好的零部件。”    “总之，需要一个富足的世界，一个伟大的文明才能完成它。”    ——伊恩    一个自废墟中重生的世界。    一轮即将迎来终结的纪元。    一群在大地上争权夺利，为财富与力量而战的囚徒。    一位凝望高天的少年。    囚徒们从命运的窗里向外看，大都凝视泥土。    唯有一个仰望着星。,https://www.biquge7.top/50397
https://www.biquge7.top//imgs/50231.jpg,永生,梦入神机,肉身，神通，长生，成仙，永生，五重境界。    一个卑微的生灵，怎么样一步步打开永生之门？    天地之间，肉身的结构，神通的奥秘，长生的逍遥，成仙的力量，永生的希望，尽在其中。    无穷无尽的新奇法宝，崭新世界，仙道门派，人，妖，神，仙，魔，王，皇，帝，人间的爱恨情仇，恩怨纠葛，仙道的争斗法力，尽在《永生》。    梦入神机继《佛本是道》《黑山老妖》《龙蛇演义》《阳神》之后，又一震撼力作。    “神机营”官方语音娱乐频道：YY语音频道【38072】，希望大家多去捧场多一点在线人数,https://www.biquge7.top/50231
https://www.biquge7.top//imgs/34997.jpg,盘龙,我吃西红柿,大陆上传说中的四大终极战士之一的‘龙血战士’已经千年没有再出现过了，而唯一有着龙血战士血脉的家族也渐渐衰败了下来，成为了一个小镇的普通贵族。而这个衰败家族中的继承人，年仅八岁的小林雷在踏入已经布满灰尘的祖屋当中的时候，却无意当中得到一枚看似极为普通的戒指——盘龙戒指！,https://www.biquge7.top/34997
https://www.biquge7.top//imgs/50416.jpg,道诡异仙,狐尾的笔,诡异的天道，异常的仙佛，是真？是假？陷入迷惘的李火旺无法分辨。可让他无法分辨的不仅仅只是这些。还有他自己，他病了，病的很重。,https://www.biquge7.top/50416
https://www.biquge7.top//imgs/50189.jpg,纯阳武神,十步行,一个妖魔横行的世界，一个属于武道的大汉天朝。    在这里，流云铁袖可以吞纳风云，降龙十八掌可以撼山断岳，九字真言可以降妖伏魔，太极拳剑可以扭动乾坤。    一个因天朝武库失窃，而被遣送至武当的重犯次子。    一口因故蒙尘，自封于解剑石后的玄虚刀。    当诸强的后代斩断传承，破碎虚空的大门掀开混沌。    这是属于一个骑乘龙首的蝼蚁传说，长生不死的武林神话！,https://www.biquge7.top/50189
https://www.biquge7.top//imgs/34871.jpg,一世之尊,爱潜水的乌贼,我这一生，不问前尘，不求来世，只轰轰烈烈，快意恩仇，败尽各族英杰，傲笑六道神魔！,https://www.biquge7.top/34871
https://www.biquge7.top//imgs/50007.jpg,放开那个女巫,二目,程岩原以为穿越到了欧洲中世纪，成为了一位光荣的王子。但这世界似乎跟自己想的不太一样？女巫真实存在，而且还真具有魔力？    女巫种田文，将种田进行到底。,https://www.biquge7.top/50007
https://www.biquge7.top//imgs/50410.jpg,人道大圣,莫默,弱者声嘶力竭，亦无人在乎，强者轻声细语，却能深入人心。一棵熊熊燃烧的天赋树，每一片叶子都承载着不同的灵纹，宗门被灭，沦为矿奴的陆叶凭此成为修士，搅动九州风云。,https://www.biquge7.top/50410
https://www.biquge7.top//imgs/49969.jpg,天道图书馆,横扫天涯,张悬穿越异界，成了一名光荣的教师，脑海中多出了一个神秘的图书馆。    只要他看过的东西，无论人还是物，都能自动形成书籍，记录下对方各种各样的缺点，于是，他牛大了！    “昊天大帝，你怎么不喜欢穿内裤啊？堂堂大帝，能不能注意点形象？”    “玲珑仙子，你如果晚上再失眠，可以找我嘛，我这个人唱安眠曲很有一套的！”    “还有你，乾坤魔君，能不能少吃点大葱，想把老子熏死吗？”    ……    这是一个师道传承，培养、指点世界最强者的牛逼拉风故事。,https://www.biquge7.top/49969
https://www.biquge7.top//imgs/50155.jpg,超神宠兽店,古羲,万物皆可培育，一切皆是宠物！在超神宠兽店中……有一刀斩杀黄金巨龙的超级小骷髅，有身怀十大宠兽秘技的看门土狗，更有自称为神的……,https://www.biquge7.top/50155
https://www.biquge7.top//imgs/34852.jpg,长生界,辰东,世上谁人能不死？    任你风华绝代，艳冠天下，到头来也是红粉骷髅；任你一代天骄，坐拥万里江山，到头来也终将化成一抔黄土。    不过，关于长生不死的传说却始终流传于世。    故老相传，超脱于人世间之外，有一个浩大的长生界，那里百族林立，有实力堪比神灵的古老战族，有身体内封印着上古不灭兽魂的强大兽族，还有风姿绝世的丽人族……更有真正的神祗！    传说，已经获得永生的千古人杰：达摩、独孤求败、西门吹雪、师妃暄、婠婠、浪翻云……都已经进入那个世界。    在不死传说沉寂无尽岁月后，一代天骄神女武破虚空……萧晨也被卷入漫天神光中，在万众顶礼膜拜中，踏破虚空而去。    热血澎湃的战斗，激情与欲望的诱惑……萧晨追寻着长生不死者的足迹，将慢慢揭开一个被尘封了无尽岁月的上古神话世界的面纱。,https://www.biquge7.top/34852
https://www.biquge7.top//imgs/37062.jpg,飞升之后,皇甫奇,魔界，血族、天使族，人族四族林立的浩翰宇宙世界，在第一次神魔之战后，人类战败，在太古签订耻辱的《太古协议》。人类开始了屈辱的残苟政策，默默的休养生息……无数亿年后，一个默默无闻的人类高手飞升上来，望着苍凉的太古大地，望着残败的山河，他出一声怒吼。浩大的第二次神魔之战，便在这名人类的怒吼声中，慢慢的拉开了画卷。人类注定胜利，这注定是一场惨烈的战争……,https://www.biquge7.top/37062
https://www.biquge7.top//imgs/35811.jpg,将夜,猫腻,与天斗，其乐无穷。,https://www.biquge7.top/35811
https://www.biquge7.top//imgs/35859.jpg,人道至尊,宅猪,自盘古开天，三皇治世，五帝定伦，世界之间，人为天地灵长……    此时正值三皇中的人皇末期，五帝未定，人族也不是天地灵长。    这里是莽苍荒蛮的时代，妖神、邪神、天神，诸神林立，妖魔、邪魔、天魔，群魔乱舞；    万族并存，野蛮生长，统治天下，而人皇已老，人族弱小，被当成祭牲和食粮……    这不是洪荒，而是狂野奔放的蛮荒！    回归中国古典神话，书写人族逆袭的蛮荒传奇，敬请阅读《人道至尊》！,https://www.biquge7.top/35859
